,Societés,Postes,Adresses,Details de poste,Date de publication,Location,Postes proposés,Secteur d'activité,Fonctions,Expérience requise,Niveau d’étude demandé,Type de contrat proposé,Profil recherché,Decsription d'entreprise,Traits de personnalité
10,INTELCIA,TELEVENDEUR pour un opérateur de télécommunications français - Casablanca - ,"nearshore Park 1100, Boulevard Al Qods","Poste :
En tant que commercial BToB en émission d’appels, vous serez en charge de la gestion d'un portefeuille client tout en prospectant et développant les entreprises du secteur. Rattaché au responsable de l'équipe, vos principales missions consistent à :
• Assurer la prospection et le développement commercial auprès d'une clientèle professionnelle
• Réussir à fidéliser nos clients français grâce à un accompagnement personnalisé
• Suivre des dossiers jusqu’à leur aboutissement
Avant de prendre en charge la mission, une formation complète sera assurée afin de vous préparer aux responsabilités qui vous seront confiées.",Publication : du 05/03/2024 au 05/05/2024 , Casablanca (Maroc), 1, Centre d'appel, Call Centers (métiers de), De 3 à 5 ans, Bac, CDI - Télétravail ,non spécifié,"Entreprise :
Nous, c’est Intelcia.                                                   
Depuis 2000, nous aidons les entreprises à s’assurer une performance durable en leur fournissant des solutions de gestion de l’expérience client, de back-office, de conseil en processus. Nous sommes une entreprise ambitieuse, audacieuse, innovante et en forte croissance. Nous tirons notre force de nos 40.000 collaborateurs répartis dans 17 pays en Afrique, en Europe et en Amérique. Cette diversité constitue un levier essentiel de performance et d’innovation. Notre engagement à apporter de la valeur à nos clients est indissociable de celui du bien-être de nos collaborateurs.
Notre promesse ? vous offrir un terrain de jeu sans limites pour construire une carrière épanouissante.",Flexibilité Distance émotionnelle Extraversion Conventionnel
11,LYDEC,Auditeur Interne (H/F) ,"48, rue Mohamed Diouri , Q. Centre Ville CASABLANCA","Poste :
Rattaché(e) au Chef Département Audit Interne, vos principales activités, consistent à :
• Préparer les missions d'audit en élaborant les lettres de mission, les approches d'audit et en planifiant les étapes
• Conduire les missions d'audit en exécutant les travaux programmés, en analysant les données et les documents collectés, et en validant les observations et constats
• Rédiger les rapports d'Audit en synthétisant les résultats des investigations, en identifiant les points forts et les axes d’amélioration, et en formulant les recommandations pertinentes
• Assurer le déroulement des missions d'audit de suivi en évaluant la mise en œuvre des recommandations précédemment émises et en identifiant de nouvelles opportunités d’amélioration
• Réaliser les audits des marchés en examinant les procédures contractuelles, en évaluant la performance des fournisseurs ou des prestataires de services et en identifiant les risques et les opportunités pour l’entreprise
• Contribuer à l’amélioration continue des travaux d’audit en partageant les bonnes démarches, et en proposant, des innovations méthodologiques
 ",Publication : du 05/03/2024 au 05/05/2024 , Casablanca (Maroc), 1, Distribution, Audit / Conseil, De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Lydec, assure depuis 1997 la gestion de services essentiels pour les habitants du Grand Casablanca.

A travers la gestion de la distribution de l’eau, de l’électricité, de l’assainissement et de l’éclairage public, notre entreprise participe au bon développement de la plus grande agglomération du Royaume, en plaçant l’amélioration de la qualité de vie des habitants au cœur de ses préoccupations.

Orientation client, Innovation, Intégrité et Solidarité sont les valeurs qui unissent nos 3400 collaborateurs.


 ",Flexibilité Organisation Rationalisme Besoin de réflexion
12,INNOVX,Content Manager ,Casablanca,"Poste :
En tant que Content Manager, vous élaborez du contenu rédactionnel interne et externe, vous assurez le suivi de production auprès de nos partenaires et collaborateurs ainsi que l’accompagnement du contenu audiovisuel (vidéo, capsule graphique etc…).
  Responsabilités :
Créer du contenu captivant pour différents canaux tels que les réseaux sociaux, le site web, les newsletters, etc.
Collaborer avec les équipes internes pour comprendre les besoins en contenu et les exigences spécifiques à chaque projet.
Gérer le calendrier éditorial, planifier les publications et assurer une cohérence dans le ton et le style.
Être capable de publier en temps réel lors d’évènement.
Effectuer des recherches approfondies pour produire un contenu pertinent et de qualité.
Accompagner tout le contenu audiovisuel pour répondre à nos objectifs.
 
 ",Publication : du 05/03/2024 au 05/05/2024 , Casablanca (Maroc), 1, Communication / Evénementiel, Communication / Publicité / RP, De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
INNOVX est un groupe multi-sectoriel qui conçoit, développe et déploie à échelle industrielle des entreprises et des écosystèmes technologiques innovants, performants et à fort impact environnemental et sociétal.
Filiale de l'Université Mohammed VI Polytechnique (UM6P), INNOVX a pour ambition de répondre aux enjeux de la durabilité et de contribuer au leadership technologique du Maroc.
INNOVX opère dans des secteurs stratégiques essentiels à la souveraineté alimentaire, la transition énergétique et numérique, tels que l'Agriculture & l’eau, l'innovation Sociale, l'Énergie, la Chimie, et le Digital.
Pour plus d'informations, visitez notre site web : www.innovx.ma",Flexibilité Ambition Extraversion Recherche de nouveauté
13,AXA,Chargé de Reporting et planification(H/F) ,"14 Avenue Annakhil, Rabat",,Publication : du 05/03/2024 au 05/05/2024 , Rabat (Maroc), 1, Assurance / Courtage, Call Centers (métiers de), De 1 à 3 ans, Bac +2, CDI - Télétravail ,non spécifié,"Entreprise :
AXA Services Maroc est le centre d'expertise en Relation Client des sociétés : AXA France, AXA Global Direct France et AXA Assistance France au Maroc.
Présente à Rabat depuis mai 2004, nous sommes à ce jour 2 400 collaborateurs.
Nous rejoindre :
C'est choisir la première marque d'assurance mondiale
C'est bénéficier d'une multitude d'avantages bien au delà des normes du marché
C'est évoluer dans un environnement valorisant proposant une diversité de métiers
C'est intégrer un groupe responsable, offrant une véritable culture d'entreprise, basée sur le développement des compétences de chacun
Nos métiers :
Le savoir-faire de nos équipes couvre les principaux métiers de l'assurance :
La vente de contrats
La gestion des contrats assurances de dommages et des personnes
La gestion des sinistres Auto et Habitation
Le règlement des prestations Santé
La mise en jeu des garanties Assistance
La prise de rendez-vous pour le compte de nos Agents Généraux",Flexibilité Distance émotionnelle Extraversion Conventionnel
14,CAPGEMINI,Chargé de développement mécanique tôlerie ,"shore 17, Casanearshore Boulevard El Qods","Poste :
Conception des pièces tôlerie (Capot, portes, ailes, volet...)
Convergence technique avec l'équipe projet.
Proposition de solutions techniques.
Maitrise des outils CAO (Catia), PLM.




 ",Publication : du 05/03/2024 au 05/05/2024 , Casablanca (Maroc), 10, Automobile / Motos / Cycles, Méthodes / Process / Industrialisation, De 3 à 5 ans, Bac +2, CDI - Télétravail ,non spécifié,"Entreprise :
Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.
Capgemini Engineering fait partie du groupe Capgemini, un leader mondial, responsable et multiculturel, regroupant 300 000 personnes dans près de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la technologie, le Groupe est guidé au quotidien par sa raison d’être : libérer les énergies humaines par la technologie pour un avenir inclusif et durable. Fort de plus de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, Capgemini est reconnu par ses clients pour répondre à l’ensemble de leurs besoins, de la stratégie et du design jusqu’au management des opérations, en tirant parti des innovations dans les domaines en perpétuelle évolution du cloud, de la data, de l’Intelligence Artificielle, de la connectivité, des logiciels, de l’ingénierie digitale et des plateformes. Le Groupe a réalisé un chiffre d'affaires de 16 milliards d'euros en 2020.
Get the Future You Want* - www.capgemini.com.",Organisation Besoin de réflexion Flexibilité Volonté de persuasion Extraversion Respect des règles Recherche de nouveauté
15,non spécifié,Assistante de direction ,,"Poste :
L’assistante de direction et moyens généraux aura pour missions :
- L’organisation du planning du directeur (Agenda, réunions ..)
- La gestion des visiteurs
- La réservation d’hôtels, restaurants ..
- Gestion administrative
- Gestion des moyens généraux",Publication : du 05/03/2024 au 18/03/2024 , Casablanca (Maroc), 1, Autres services, Assistanat de Direction / Services Généraux, De 1 à 3 ans, Bac +3, CDI - Télétravail ,non spécifié,"Entreprise :
Une filiale informatique d'un groupe Français.",Organisation Flexibilité Conventionnel Extraversion
16,non spécifié,Support Help Desk Néerlandais ,,"Poste :
Sous la responsabilité du Help-Desk Manager, vous gérez l'accueil et l'assistance informatique téléphonique des utilisateurs du groupe.
A ce titre, vos principales missions s'articulent autour des axes suivants :
Prendre en charge les demandes des utilisateurs par téléphone, ou par messagerie électronique ;
Enregistrer les demandes dans le système d’information ;
Diagnostiquer les incidents ;
Enregistrer toutes les étapes du diagnostic à la résolution de l’incident dans l'outil de ticketing;
Escalader l’incident au service adéquat s’il n’est pas en mesure de résoudre à son niveau ;
Assurer le suivi du traitement des demandes escaladées ;
Rechercher et appliquer de nouvelles solutions aux problèmes non référencés ;
Rédiger de nouvelles consignes ou nouveaux modes opératoires ;
Assister les utilisateurs dans la phase d’installation de leur matériel et/ou logiciel ;
Assurer le suivi et la communication liée au traitement des demandes avec les différents niveaux de support ;
Participer à l’identification des dysfonctionnements majeurs ;
Alerter son manager des problèmes éventuels rencontrés.",Publication : du 05/03/2024 au 01/04/2024, Casablanca (Maroc),non spécifié, Informatique," Informatique / Electronique , Télécoms / Réseaux", De 1 à 3 ans, Bac +3, CDI - Télétravail ,non spécifié,"Entreprise :
Une multinationale opérant dans le secteur IT basée à Casablanca cherche son nouveau Support Help Dest Néerlandais.",Recherche de nouveauté Implication au travail Ambition Besoin de réflexion Besoin d'autonomie
17,FOUNDEVER,Formateur GRC ,"1100 Bd El Qods, Sidi Maârouf), Casanearshore Park",,Publication : du 05/03/2024 au 29/03/2024, Casablanca (Maroc),non spécifié, Centre d'appel, Call Centers (métiers de), De 1 à 3 ans, Bac +2, CDI - Télétravail ,non spécifié,"Entreprise :
Sitel Group devient officiellement Foundever™.
Foundever™ est un leader mondial de l'expérience client (CX). Avec 170 000 collaborateurs dans le monde, nous sommes l’équipe derrière les meilleures expériences des 750 plus grandes marques internationales et digitales.
Nos solutions CX innovantes, notre technologie et notre expertise sont conçues pour répondre aux besoins opérationnels de nos clients et leur offrir une expérience sans couture, partout et à tout moment. Prenant en charge 9 millions d’expériences chaque jour dans plus de 60 langues et 45 pays, Foundever combine la force d’une présence mondiale à une approche entrepreneuriale, permettant aux entreprises de toutes tailles et de tous secteurs de transformer leur CX. ",Flexibilité Besoin d'objectivité Conventionnel Equilibre personnel Travail en équipe Distance émotionnelle Extraversion Respect des règles
18,FOUNDEVER,Chargé(e) de Recrutement Senior ,"1100 Bd El Qods, Sidi Maârouf), Casanearshore Park",,Publication : du 05/03/2024 au 31/03/2024, Fès (Maroc),non spécifié, Offshoring / Nearshoring - Recrutement / Intérim, RH / Personnel / Formation, De 1 à 3 ans, Bac +2, CDI - Télétravail ,non spécifié,"Entreprise :
Sitel Group devient officiellement Foundever™.
Foundever™ est un leader mondial de l'expérience client (CX). Avec 170 000 collaborateurs dans le monde, nous sommes l’équipe derrière les meilleures expériences des 750 plus grandes marques internationales et digitales.
Nos solutions CX innovantes, notre technologie et notre expertise sont conçues pour répondre aux besoins opérationnels de nos clients et leur offrir une expérience sans couture, partout et à tout moment. Prenant en charge 9 millions d’expériences chaque jour dans plus de 60 langues et 45 pays, Foundever combine la force d’une présence mondiale à une approche entrepreneuriale, permettant aux entreprises de toutes tailles et de tous secteurs de transformer leur CX. ",Organisation Implication au travail Besoin d'autonomie Flexibilité Besoin d'objectivité Travail en équipe Ténacité Distance émotionnelle
19,CASABLANCA,"Communication, Marketing & Event Manager ","Route de la Mecque, Lotissement Ougoug, Quartier Californie","Poste :
Communication, Marketing & Event Manager:
The Communication, Marketing & Event Manager at CAS is an important role within the school community and is designed to contribute to the success, growth and reputation of the school.
The post holder will be a true ambassador of the school, providing a professional and appropriately targeted approach to the development of partnerships and community contacts with the purpose and aim being to support mutual development and growth while raising the profile and position of the school.
Key job tasks/duties/responsibilities
BRAND BUILDING AND MARKETING STRATEGY:
This job requires a talented, creative-minded individual to lead and guide the overall strategy for the Casablanca American School’s Brand Building Strategy.
Create, produce, and align an annual marketing plan including management, resources, and budget
COMMUNICATIONS:
Create and coordinate events that build school reputation.
Play an integral part of driving inclusive culture and Spirit acting as PTC Coordinator and help ensure the organization of special school events.
Liaise closely with student clubs to help organize events that help build the CAS Brand through its student leadership, initiatives, and involvements,
Create and Organize School Events that help advertise our school in coordination with all departments such as art exhibits, French plays highlighting French proficiency; lower school and high school musicals, etc…
LEAD GENERATION (SOCIAL MEDIA):
Develop and execute a social media content calendar aligned with the overall marketing strategy and brand building of the school
Manage, Update and Oversee School Website plus all social media platforms including facebook;linkedin; instagram
Create and Build Alumni Network (includes manage LinkedIn Page) ",Publication : du 05/03/2024 au 05/05/2024 , Casablanca (Maroc), 1, Communication / Evénementiel," Communication / Publicité / RP , Marketing", De 3 à 5 ans, Bac +3, CDI - Télétravail ,non spécifié,"Entreprise :
Casablanca American School, founded in 1973, CAS is a K-12 International American US State Department assisted School. IB world school since 1986.",Recherche de nouveauté Extraversion Ambition Flexibilité Organisation
20,LEYTON,Rejoignez notre Équipe : Experts en Vente BtoB - Marché Français ,Parc Casanearshore Sidi Maârouf Shore 14,,Publication : du 05/03/2024 au 16/04/2024 , Casa (Maroc), 6, Centre d'appel," Call Centers (métiers de) , Commercial / Vente / Export", Moins de 1 an, Bac, CDI - Télétravail ,non spécifié,"Entreprise :
Thanks to our unique methods and 24 years of knowledge and experience, our clients can benefit from complementary sources of financing while remaining focused on their core business. Founded in Paris in 1997, Leyton is an international consulting firm dedicated to the economic, ecological and social development of all types of organizations.
Our consultants are technical experts who provide concrete solutions that contribute to our clients’ growth and development. Our 2200 employees, who are passionate about their jobs, are located in 32 offices across 13 countries, and share values such as team spirit, innovation and sustainable development.
Leyton Morocco is an international Center of Excellence which provides high added value support to the group in business and engineering services. Our talented resources and multilingual skills allow us to meet the needs of a wider customer base around the world and handle a complex processes. ",Intuition / Spontanéité Ambition Travail en équipe Ténacité Volonté de persuasion Extraversion Respect des règles Recherche de nouveauté
21,CAPGEMINI,CAE Crash Engineer ,"shore 17, Casanearshore Boulevard El Qods","Poste :
Capgemini engineering est à la recherche des Ingénieurs en simulation numérique:
Missions du Poste:
Remonter et préparer des modèles numériques sous ANSA.
Lancer des calculs Crash (Solver : LS DYNA et RADIOSS).
Analyser les résultats des calculs. Proposer des solutions techniques pour améliorer le comportement des modèles sous divers protocoles de Crash
Corréler les résultats numériques par rapport aux physiques.
préparer les DE pour réaliser des essais de crash.
faire des rapports d'analyse d'essai.
faire le suivi des PIV physiques et numériques des modèles de synthèse.
Capitaliser ses expériences et les partager avec l'équipe durant les séances dédiées. ",Publication : du 05/03/2024 au 24/03/2024, Casablanca (Maroc),non spécifié, Automobile / Motos / Cycles, Méthodes / Process / Industrialisation, De 1 à 3 ans - De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.
Capgemini Engineering fait partie du groupe Capgemini, un leader mondial, responsable et multiculturel, regroupant 300 000 personnes dans près de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la technologie, le Groupe est guidé au quotidien par sa raison d’être : libérer les énergies humaines par la technologie pour un avenir inclusif et durable. Fort de plus de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, Capgemini est reconnu par ses clients pour répondre à l’ensemble de leurs besoins, de la stratégie et du design jusqu’au management des opérations, en tirant parti des innovations dans les domaines en perpétuelle évolution du cloud, de la data, de l’Intelligence Artificielle, de la connectivité, des logiciels, de l’ingénierie digitale et des plateformes. Le Groupe a réalisé un chiffre d'affaires de 16 milliards d'euros en 2020.
Get the Future You Want* - www.capgemini.com.",Organisation Besoin de réflexion Respect des règles Recherche de nouveauté
