,Societés,Postes,Adresses,Details de poste,Date de publication,Location,Postes proposés,Secteur d'activité,Fonctions,Expérience requise,Niveau d’étude demandé,Type de contrat proposé,Profil recherché,Decsription d'entreprise,Traits de personnalité
536,MANPOWER,Comptable (H/F) ,"Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123","Poste :
Sous la responsabilité du chef de mission ,le future collaborateur comptable :
Technique:
exploite les informations transmises par les clients et prend les mesures nécessaires pour en
assurer le traitement dans les délais impartis
prend contact avec les clients pour avoir des compléments d’informations ou des pièces
manquantes par l’intermédiaire du manager.
transmet toute question posée par un client au manager
exécute les missions dans le respect des normes, des procédures internes et délais
assure la bonne tenue administrative des dossiers
prépare les courriers, mail, fax pour validation auprès du manager
avise dans les meilleurs délais les collaborateurs confirmés ou managers de toute difficulté ou de toute demande spécifique du client
Administratif et management
tient à jour les relevés de temps de ses dossiers
procède à l’archivage annuel de ses dossiers ",Publication : du 11/02/2024 au 11/04/2024 , Tanger (Maroc), 1, Comptabilité / Audit, Gestion / Comptabilité / Finance, De 1 à 3 ans, Bac +5 et plus, Autre - Télétravail ,non spécifié,"Entreprise :
Présent depuis 1997 au Maroc, Manpower Group est un acteur international incontournable de l’emploi et de l’insertion sociale dans le monde. Au sein du Royaume Chérifien, nous couvrons l’ensemble du territoire, de Tanger à Laayoune.
Nos équipes sont formées pour appuyer les entreprises dans la promotion de l’excellence en matière de gestion du capital humain : Intérim, CDD/CDI, Solutions & Ingénierie RH, Développement du capital humain…    
Pour nos salariés intérimaires, nous proposons une expérience unique, notamment avec la déclaration de 100% des heures travaillées, la mise en place d’une mutuelle pour tous et un accompagnement personnalisé pour les démarches administratives (bancarisation, CNSS…).   
Pour nos candidats, nous offrons, conformément aux standards mondiaux de Manpower Group, un processus de sélection, d’évaluation et d’accompagnement à la réussite dans leur nouvelle mission.",Respect des règles Rationalisme Conventionnel Besoin d'objectivité Organisation
537,ATTIJARIWAFA,Chargé Etudes & Développement Senior ,2 Boulevard Moulay Youssef,"Poste :
Rattaché(e) à l’entité Core & Processing Systems, vous avez la responsabilité de réaliser les activités de conception, développement, support et la maintenance des Projets auxquels vous êtes affecté.

Activités principales du poste :
· Participer à l'analyse afin de cerner les besoins des utilisateurs avant d'établir un plan de programmation,
· Déterminer les solutions techniques à mettre en place pour créer le logiciel ou l'application en veillant à respecter le cahier des charges,
· Créer un prototype du futur logiciel ou de la future application,
· Se charger de l'écriture du programme soit en totalité, soit partiellement s'il travaille avec une équipe de développeurs,
· Utiliser des progiciels qui facilitent son travail de programmation et de codage informatique,
· Participer aux phases d'essai afin de tester les produits finalisés,
· Prendre en charge la rédaction des fiches techniques d'installation et d'utilisation,
· S'occuper, si besoin, du soutien technique et effectuer des opérations de maintenance en cas d'erreurs après la sortie du logiciel ou de l'application,
· Se charger de faire évoluer et d'améliorer les programmes qu'il a conçus.
· Participer aux activités de testing interne (test d'intégration, fonctionnel, montée en charge…),
· Formaliser et assurer la remontée d'information,
· Assurer le support et le traitement des incidents en respectant nos engagements de service.
 ",Publication : du 11/02/2024 au 11/04/2024, Casablanca (Maroc),non spécifié, Banque / Finance - Informatique, Informatique / Electronique, De 5 à 10 ans - De 10 à 20 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Avec son modèle de banque universelle, sa dimension panafricaine, la complémentarité de ses métiers et ses expertises solides, le Groupe Attijariwafa bank est un acteur de référence du secteur financier au Maroc et en Afrique.
Attijariwafa bank a su, depuis plus d’un siècle, se réinventer en diversifiant ses métiers, en renouvelant ses offres et en adaptant ses organisations, pour répondre à son ambition de devenir la banque relationnelle de référence.
Le Groupe Attijariwafa bank accompagne aujourd’hui près de 10,2 millions de clients particuliers, professionnels, entreprises et institutionnels et mobilise 20 602 collaborateurs dans 25 pays en Afrique, en Europe et au Moyen-Orient.
NOUVEAUTÉ : Découvrez notre 2ème colloque «Talents africains groupe attijariwafa bank» en cliquant ici
Premier financeur de l’économie nationale, premier collecteur de l’épargne et premier acteur des paiements électroniques au Maroc, les différentes performances du Groupe Attijariwafa bank le confortent dans ses choix stratégiques et le positionnent comme leader incontesté du secteur bancaire et financier national.
Le Groupe est un acteur bancaire et financier de premier plan à l'échelle de la région et dispose du réseau d'agences le plus large en Afrique avec plus 5265 Agences bancaires.
 ",Recherche de nouveauté Ambition Besoin de réflexion Besoin d'autonomie Implication au travail
538,ATTIJARIWAFA,Architecte solutions ,2 Boulevard Moulay Youssef,"Poste :
Afin d’accompagner le développement de notre DSI nous recherchons un Architecte Solutions.

Activités principales du poste :
· Définir les architectures fonctionnelles, applicatives et techniques et les trajectoires associées en autonomie complète,
· Travailler en étroite collaboration avec les parties prenantes dans toutes les fonctions, en devenant un partenaire solide de l'entreprise, de l'idéation à la mise en œuvre,
· Animer les différents ateliers pour concevoir les architectures des projets accompagnés,
· Élaborer les dossiers d’architecture et les présenter aux différents comités de validation,
· Contribuer à l’élaboration des normes et standards d’architecture de la banque (patterns d’architecture, cartographie du SI, etc.),
· Intégrer les technologies et méthodologies nouvelles, émergentes ou disruptives lorsqu'elles représentent une opportunité ou un avantage pour l'entreprise,
· Réaliser des POC des nouvelles technologies et être en charge de la roadmap d’évolution d’un ou plusieurs composants techniques (Usine de développement, Socle de collaboration, API Manager…).
 ",Publication : du 11/02/2024 au 11/04/2024, Casablanca (Maroc),non spécifié, Banque / Finance - Informatique, Informatique / Electronique, De 3 à 5 ans - De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Avec son modèle de banque universelle, sa dimension panafricaine, la complémentarité de ses métiers et ses expertises solides, le Groupe Attijariwafa bank est un acteur de référence du secteur financier au Maroc et en Afrique.
Attijariwafa bank a su, depuis plus d’un siècle, se réinventer en diversifiant ses métiers, en renouvelant ses offres et en adaptant ses organisations, pour répondre à son ambition de devenir la banque relationnelle de référence.
Le Groupe Attijariwafa bank accompagne aujourd’hui près de 10,2 millions de clients particuliers, professionnels, entreprises et institutionnels et mobilise 20 602 collaborateurs dans 25 pays en Afrique, en Europe et au Moyen-Orient.
NOUVEAUTÉ : Découvrez notre 2ème colloque «Talents africains groupe attijariwafa bank» en cliquant ici
Premier financeur de l’économie nationale, premier collecteur de l’épargne et premier acteur des paiements électroniques au Maroc, les différentes performances du Groupe Attijariwafa bank le confortent dans ses choix stratégiques et le positionnent comme leader incontesté du secteur bancaire et financier national.
Le Groupe est un acteur bancaire et financier de premier plan à l'échelle de la région et dispose du réseau d'agences le plus large en Afrique avec plus 5265 Agences bancaires.
 ",Ambition Flexibilité Besoin de réflexion Besoin d'autonomie Implication au travail Organisation
539,ATTIJARIWAFA,Développeur Mobile IOS Confirmé ,2 Boulevard Moulay Youssef,"Poste :
Afin d’accompagner le développement de son Digital Center, Attijariwafa bank étoffe sa force vive en recrutant un Développeur Mobile IOS.

Activités principales du poste :
· Conception technique et performance des applications mobiles IOS, à fort trafic,
· Développement en mode agile de nouvelles fonctionnalités en forte collaboration avec le PO,
· Participation à la mise en production et au bon fonctionnement de la plateforme,
· Participation active à l’amélioration continue du produit et l’organisation de l’équipe,
· Contribution à l’amélioration de la qualité du code,
· Documentation technique,
· Vous êtes garant de la qualité de votre code, et êtes également force de proposition lors des choix techniques.
 ",Publication : du 11/02/2024 au 11/04/2024, Casablanca (Maroc),non spécifié, Banque / Finance - Informatique, Informatique / Electronique, De 3 à 5 ans - De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Avec son modèle de banque universelle, sa dimension panafricaine, la complémentarité de ses métiers et ses expertises solides, le Groupe Attijariwafa bank est un acteur de référence du secteur financier au Maroc et en Afrique.
Attijariwafa bank a su, depuis plus d’un siècle, se réinventer en diversifiant ses métiers, en renouvelant ses offres et en adaptant ses organisations, pour répondre à son ambition de devenir la banque relationnelle de référence.
Le Groupe Attijariwafa bank accompagne aujourd’hui près de 10,2 millions de clients particuliers, professionnels, entreprises et institutionnels et mobilise 20 602 collaborateurs dans 25 pays en Afrique, en Europe et au Moyen-Orient.
NOUVEAUTÉ : Découvrez notre 2ème colloque «Talents africains groupe attijariwafa bank» en cliquant ici
Premier financeur de l’économie nationale, premier collecteur de l’épargne et premier acteur des paiements électroniques au Maroc, les différentes performances du Groupe Attijariwafa bank le confortent dans ses choix stratégiques et le positionnent comme leader incontesté du secteur bancaire et financier national.
Le Groupe est un acteur bancaire et financier de premier plan à l'échelle de la région et dispose du réseau d'agences le plus large en Afrique avec plus 5265 Agences bancaires.
 ",Recherche de nouveauté Ambition Flexibilité Besoin de réflexion Besoin d'autonomie Implication au travail
540,MESKI,Représentant Commercial ,"Résidence Marina Center 1, Angle Boulevard Zerktouni et boulevard de la Corniche","Poste :
Le Représentant Commercial s’occupe :
Faire de la prospection de nouveaux clients.
Assurer la vente et le conseil des produits ou services qu’il propose.
Gérer la relation client soit par téléphone ou par mail.
Fidéliser les clients et leur apporter conseils et un accompagnement personnalisé.
Faire le suivi d’une commande.
Proposer les services après-vente.
Assister au réunions de travail.",Publication : du 10/02/2024 au 02/04/2024 , Casablanca (Maroc), 1, Métallurgie / Sidérurgie, Commercial / Vente / Export, De 1 à 3 ans - De 3 à 5 ans, Bac +2, CDI - Télétravail ,non spécifié,"Entreprise :
Dans le cadre de notre développement, nous cherchons un Représentant Commercial pour notre filiale basée sur Casablanca.",Ambition Volonté de persuasion Extraversion Respect des règles Recherche de nouveauté
541,MESKI,Assistante Commerciale ,"Résidence Marina Center 1, Angle Boulevard Zerktouni et boulevard de la Corniche","Poste :
Assistante Commerciale s’occupe :
Présenter aux clients les produits / services disponibles
Détecte les besoins des clients
Mettre à jours les bases de données
Répondre aux appels et prospection client
Développer un portefeuille client 
Planifier les rendez-vous des clients
Noter les commandes, s’informer des conditions de réalisation (délais de livraison, mode de conditionnement, …) et transmettre les informations aux clients ou aux commerciaux",Publication : du 10/02/2024 au 03/04/2024, Mediouna (Maroc),non spécifié, Autres Industries, Administration des ventes / SAV, De 1 à 3 ans, Bac +2, CDD - Télétravail ,non spécifié,"Entreprise :
Dans le cadre de notre développement, nous cherchons une assistante commerciale pour notre filiale basée sur Mediouna.",Organisation Implication au travail Rationalisme Volonté de persuasion Respect des règles
542,MANPOWER,Chargé de recrutement (H/F) ,"Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123","Poste :
 Vos missions seront:
?Recrutement
- ?Mise en place d'une stratégie de sourcing multi canal,
- Approche directe des candidats,
- Préqualification RH et entretiens de recrutement en visio ou en présentiel,
? Administratif:
- Rédaction et diffusion des annonces,
- Constitution des dossiers des candidats,
- Préparation des promesses d'embauche et contrats de travail,
- Suivi des intégrations des candidats.",Publication : du 09/02/2024 au 09/04/2024 , Tanger (Maroc), 1, Autres services, RH / Personnel / Formation, De 1 à 3 ans, Bac +5 et plus, Autre - Télétravail ,non spécifié,"Entreprise :
Présent depuis 1997 au Maroc, Manpower Group est un acteur international incontournable de l’emploi et de l’insertion sociale dans le monde. Au sein du Royaume Chérifien, nous couvrons l’ensemble du territoire, de Tanger à Laayoune.
Nos équipes sont formées pour appuyer les entreprises dans la promotion de l’excellence en matière de gestion du capital humain : Intérim, CDD/CDI, Solutions & Ingénierie RH, Développement du capital humain…    
Pour nos salariés intérimaires, nous proposons une expérience unique, notamment avec la déclaration de 100% des heures travaillées, la mise en place d’une mutuelle pour tous et un accompagnement personnalisé pour les démarches administratives (bancarisation, CNSS…).   
Pour nos candidats, nous offrons, conformément aux standards mondiaux de Manpower Group, un processus de sélection, d’évaluation et d’accompagnement à la réussite dans leur nouvelle mission.",Recherche de nouveauté Extraversion Travail en équipe Créativité Besoin d'objectivité Besoin d'autonomie Implication au travail
543,WEBHELP,Chargé(e) de Gestion Administrative Franco-anglophone ,"43, Bd Ibn Sina","Poste :
Missions :
En tant que chargé(e) de gestion administrative, vos principales missions seront :
Créer et entretenir de bonnes relations avec les différentes administrations sur la région de Meknès
Effectuer des déplacements auprès des administrations et autres parties prenantes (CNSS, ANAPEC, Inspection de travail, Avocats…)
Garantir le respect des règles internes et de la législation
Constituer les dossiers du personnel
Traiter les demandes de documents administratifs
Archiver les dossiers du personnel et tous les documents relatifs aux mesures disciplinaires et départs
Effectuer les saisies sur notre système d'information RH
Gérer et suivre des contrats étrangers et leur renouvellement
Préparer les contrats de travail
Participer aux projets de développement RH conformément à la stratégie du groupe et assurer leur déploiement
Assurer le reporting des KPI RH.
Assurer le volet administratif & RH en terme assiduité et turn over.
Animer les indicateurs RH et accompagner l’encadrement dans la mise en œuvre des plans d’actions correcteurs.",Publication : du 09/02/2024 au 09/04/2024 , Meknès (Maroc), 1, Service public / Administration - Offshoring / Nearshoring," Call Centers (métiers de) , RH / Personnel / Formation", De 1 à 3 ans, Bac +2, CDI - Télétravail ,non spécifié,"Entreprise :
Webhelp est leader européen de l’externalisation de la relation client. Fort de ses 100 000 collaborateurs, Webhelp accompagne plus de 1300 clients mondiaux de premier plan dans plus de 55 pays répartis sur plus de 200 sites de production et 40 langues avec une large offre de services : vente BtoC et BtoB, acquisition et fidélisation, service client, gestion des médias sociaux, enquêtes et sondages, services financiers…
Au Maroc, Webhelp compte plus de 10 000 collaborateurs répartis sur 11 sites dans les villes de Rabat, Salé, Kénitra, Fès, Meknès, Agadir et Marrakech. Chaque jour, nos collaborateurs contribuent au succès de notre groupe et œuvrent pour offrir une expérience client toujours plus satisfaisante.
Convaincus que notre réussite passe par celle de nos collaborateurs, nous mettons tout en œuvre pour optimiser leur potentiel et leur permettre d’effectuer leur travail dans un environnement favorisant l’équilibre vie privée/ vie professionnelle. A ce titre, nous mettons à leur disposition plusieurs commodités et avantages sociaux : restauration sur site, salles de sport et de détente, gaming zone, crèches ou subventions de crèches, assurance santé, plan de retraite….
Nous attachons également une importance forte au développement des compétences de nos collaborateurs et à leurs plans de carrière dans un principe d’équité. 80% de nos managers actuels sont issus de la promotion interne.
Notre succès est la passion de nos collaborateurs et de nos clients.
Webhelp Maroc a reçu le label MEILLEUR EMPLOYEUR DE L’ANNEE 2018.
   ",Extraversion Distance émotionnelle Besoin d'objectivité Flexibilité Besoin d'autonomie Implication au travail
544,SOCIETE,Juriste conseil - CDD ,"55, bd Abdelmoumen","Poste :
En tant que juriste conseil en CDD vous aurez comme principales missions :
Elaboration et mise en conformité des actes juridiques de toute nature
Contribution à la sécurisation des opérations bancaires et prévention des risques juridiques y afférents
Analyse et exploitation des nouveaux textes de loi et leur impact sur l’activité bancaire et financière
Veille au respect de la conformité des procédures et démarches réalisées dans le cadre du suivi des dossiers et projets confiés
Gestion des différents types de dossiers contentieux tant en recours qu’en défense
Représentation de la banque lors des audiences, enquêtes et expertises judiciaires, ainsi que devant les autorités judiciaires et administratives compétentes
Pilotage de l’activité : détermination de KPIs, mise en place de reportings de tableau de bord et des remontées périodiques
Analyse des écarts et des insuffisances et mise en place des préconisations et des actions de redressement",Publication : du 09/02/2024 au 09/04/2024, Casablanca (Maroc),non spécifié, Banque / Finance - Juridique / Cabinet d’avocats, Avocat / Juriste / Fiscaliste, Moins de 1 an, Bac +5 et plus, CDD - Télétravail ,non spécifié,"Entreprise :
Présente au Maroc depuis plus de 100 ans, Société Générale Maroc est devenue un Groupe financier de premier plan, s’appuyant sur un modèle éprouvé de banque universelle et de synergies avec ses 14 filiales spécialisées.
Société Générale Maroc a su adapter son organisation et son dispositif afin de répondre au mieux aux attentes de tous ses clients : Grandes Entreprises, Investisseurs Institutionnels, PME/PMI, Particuliers et Professionnels et ce, en couvrant tous les domaines d’activités et en proposant une large gamme de métiers complémentaires.
Au Maroc, Société Générale est portée par un projet d’entreprise visant à faire de notre banque « La banque relationnelle de référence sur ses marchés, proche de ses clients, choisie pour la qualité et l’engagement de ses équipes ».
Près de 4000 collaborateurs sont actuellement animés par cette même ambition portée par 4 valeurs phares qui sont l’Esprit d’équipe, l'Engagement, la Responsabilité et l’Innovation.
Pourquoi nous choisir ?
Chez Société Générale, nous sommes convaincus que les personnes sont moteurs du changement, et que le monde de demain sera fait de toutes leurs initiatives, des plus petites aux plus ambitieuses.
Que vous nous rejoigniez pour quelques mois, quelques années ou toute votre carrière, ensemble nous avons les moyens d’avoir un impact positif sur l’avenir. Créer, oser, innover, entreprendre font partie de notre ADN.
Si vous aussi vous souhaitez être dans l’action, évoluer dans un environnement stimulant et bienveillant, vous sentir utile au quotidien et développer ou renforcer votre expertise, nous sommes faits pour nous rencontrer !
 ",Organisation Implication au travail Besoin de réflexion Flexibilité Travail en équipe Rationalisme Distance émotionnelle Respect des règles
545,ECONOCOM,Senior Data Analyst (H/F) ,Technopolis,"Poste :
Le Data Analyst a pour mission principales :
Développement de visualisions BI sur Tableau
Optimiser des requêtes
Analyser et interpréter des données permettant la prise de décision Business
Maitriser les outils statistiques et les informations nécessaires à la mise en place d’une base de données,
Extraire les données du système source,
Extraire et traduire des données business en données statistiques,
Optimiser la segmentation client au travers de données de consommation,
Modéliser et assurer les mises à jour régulières de la base de données,
Contrôler la qualité des données,
Analyser les informations chiffrées générées par l’activité de l’entreprise,
Synthétiser et vulgariser les informations pour les rendre accessibles,
Proposer des recommandations sur les bases de données à modifier,
Faciliter les prises de décision des entreprises en assurant un rôle de consultant.
Compétences :
Maitrise des langages SQL, Python, R permettant de manipuler de large data sets,
Maitrise d’Excel BI et autres outils BI
Expériences sur des outils de data computing distribués comme Spark, Hadoop, Map/Reduce…
Expérience sur les techniques de data mining et de statistiques : GLM/Regression, Random Forest, Boosting, Trees, Text mining,
Expérience d’analyse de data de fournisseurs externes : Google analytics, MixPanel, Amplitude, AdWords, Facebook Insights..
 ",Publication : du 09/02/2024 au 09/04/2024 , SALA AL JADIDA (Maroc), 1, Informatique," Informatique / Electronique , Call Centers (métiers de)", De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Econocom est un groupe européen de services, spécialisé depuis plus de 49 ans dans la gestion des ressources informatiques et de télécommunications des entreprises.

Les prestations d’Econocom comprennent les services d’exploitation (infogérance, maintenance et conseil), l’approvisionnement en produits et solutions IT, les services télécoms, le financement et la gestion d’actifs.

Le centre de Rabat (Maroc), centre opérationnel du Remote Services Center européen de l’activité de Services d’Econocom, a pour mission d’assurer un support clients efficace auprès des comptes existants et de contribuer à la conquête de nouveaux clients.",Extraversion Distance émotionnelle Ambition Flexibilité Besoin de réflexion Besoin d'autonomie Implication au travail
546,UM6P,Project Management Officer ,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150","Poste :
Description of Position
Responsibilities
The PMO responsibilities are:
  Full Program/Projects life cycle ownership: successful project delivery will include full implementation from initiation to deployment for one major or several minor initiatives simultaneously.
Prepares, estimates and elaborates project plan for all phases of the projects
Manages the day-to-day project activities and resources and facilitates the project management team meetings
Provides status reporting regarding project milestones, deliverable, dependencies, risks and issues,
Delivers appropriate and effective executive level communication.
Maximizes the efficiency and effectiveness of the operations, project management and support process.
Consolidates and analyzes the department's project performance indicators (Dashboard) and report to the various MSN management committees.
 ",Publication : du 09/02/2024 au 09/04/2024 , Benguerir (Maroc), 1, Conseil / Etudes, Enseignement, De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields, in a unique partnership-based approach and boosting skills training relevant for the future of Africa. Located in the municipality of Benguerir, in the very heart of the Green City, Mohammed VI Polytechnic University aspires to leave its mark nationally, continentally, and globally.",Recherche de nouveauté Besoin de réflexion Respect des règles Organisation Extraversion
547,UM6P,Ingénieur Electricien 1 ,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150","Poste :
Missions principales:
Les principales missions de l’ingénieur Génie Civil seront :
Etudier, concevoir et dimensionner les installations de génie civil ;
Suivre les différentes phases de cycle de vie d'une construction, de la conception à l'exécution et de la rénovation à l'entretien et la maintenance.
Evaluer l'impact des infrastructures sur l'environnement et le paysage
Réaliser des études de faisabilité et devis des projets de construction
superviser et coordonner le développement des projet;
  Contribuer à l’estimation budgétaire des parties génie civil des nouvelles installations.
Gérer et/ou coordonner techniquement la partie génie civil du projet.
Rédiger les cahiers des charges des prestations nécessaires pour les projets (ingénierie, contractants, EPCiste) ;
Contribuer et s’assurer de l’atteinte des objectifs des projets (coût, délais, qualité, sécurité, exigences environnementales) ;
Appui à l’exploitation : intervenir sur les sites en exploitation lors des défaillances en support technique à l’exploitant (diagnostic, proposition de solutions techniques, intervention sur site) etc…
Réaliser les études de site en phase développement du projet pour identification des points sensibles de chaque projet, catégoriser les niveaux de risques évalués, et partage des informations avec les prestataires ;
Participer à la sélection des sous-traitants et partenaires pouvant intervenir dans les différentes missions (sondage, dimensionnement, analyse en laboratoire, tests..)
Contribuer au suivi des études géotechniques à travers les différentes phases du projet (création d’alertes, historique,)
Créer une base de données reprenant les paramètres clés des études géotechniques de l’ensemble des projets
Contribuer à l’amélioration des guides et des supports de formation
Compétences requises :
- Connaissance dans le prédimensionnement des ouvrages et des infrastructures génie civil
Connaissance des logiciels de dessin technique, de conception et de calcul structurel (CAD ; BIM ; …
Maitriser les normes et standards techniques ainsi que la réglementation du bâtiment
 - Connaissance des implantations, VRD, terrassement
- Connaissance en estimation des métrés / coûts des installations
Vous êtes une personne rigoureuse, méthodique avec une bonne capacité d’analyse et de synthèse. Vous aimez le travail en équipe et savez facilement vous intégrer à un groupe.
L’application des procédures qualité sont votre quotidien. Veiller à la sécurité sur les sites fait partie de vos priorités.
Vous maitrisez les outils informatiques tels que, Pack Office –Vous avez une connaissance sur les spécifications et normes HSE.
Une communication fluide et efficace : Collaboration avec plusieurs métiers
 ",Publication : du 09/02/2024 au 09/04/2024 , EL JADIDA JORF LASFAR (Maroc), 1, Enseignement / Formation, Travaux / Chantiers / BTP, De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields, in a unique partnership-based approach and boosting skills training relevant for the future of Africa. Located in the municipality of Benguerir, in the very heart of the Green City, Mohammed VI Polytechnic University aspires to leave its mark nationally, continentally, and globally.",Implication au travail Besoin de réflexion Respect des règles Organisation Ténacité
548,ATTIJARIWAFA,Functionnal lead Modern Workplace ,2 Boulevard Moulay Youssef,"Poste :
MISSION DU POSTE
Accompagner la banque dans l'amélioration de l'expérience collaborateur avec la mise en place de nouvelles plateformes et outils collaboratifs, qui permettront d'améliorer la communication, la productivité et l'efficacité opérationnelle des équipes dans le respect des standards de sécurité groupe.
  DESCRIPTIF DES RESPONSABILITES
- Vous participez à la conception technico fonctionnelle de la solution (analyse des besoins, cadrage, définition de l'architecture, etc)
- Vous garantissez la coordination des équipes métiers et techniques avec les contributeurs projets.
- Vous garantissez la mise en œuvre des solutions techniques et poste de travail répondant au besoin de l'entreprise avec la planification, recette et déploiement.
- Vous garantissez la mise en production des solutions en cohérence avec les contraintes métiers et les prérequis de production.
- Vous veillez au bon fonctionnement de la solution livrée avec un suivi régulier et la résolution des dysfonctionnements.
- Vous assurez un suivi d'avancement du projet avec un reporting vers votre responsable.

COMPETENCES REQUISES
Description des compétences requises pour les besoins du poste
Outils collaboratifs et les nouveaux environnements de travail : Digital Workplace, Microsoft 365, plateformes de collaboration
Gestion de projet : définition des objectifs, organisation et planification des projets Compétences en communication : pour la coordination entre les équipes pluridisciplinaires et les utilisateurs finaux, inspirer à la collaboration.

 ",Publication : du 09/02/2024 au 09/04/2024, Casablanca (Maroc),non spécifié, Banque / Finance - Informatique, Informatique / Electronique, De 3 à 5 ans - De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Avec son modèle de banque universelle, sa dimension panafricaine, la complémentarité de ses métiers et ses expertises solides, le Groupe Attijariwafa bank est un acteur de référence du secteur financier au Maroc et en Afrique.
Attijariwafa bank a su, depuis plus d’un siècle, se réinventer en diversifiant ses métiers, en renouvelant ses offres et en adaptant ses organisations, pour répondre à son ambition de devenir la banque relationnelle de référence.
Le Groupe Attijariwafa bank accompagne aujourd’hui près de 10,2 millions de clients particuliers, professionnels, entreprises et institutionnels et mobilise 20 602 collaborateurs dans 25 pays en Afrique, en Europe et au Moyen-Orient.
NOUVEAUTÉ : Découvrez notre 2ème colloque «Talents africains groupe attijariwafa bank» en cliquant ici
Premier financeur de l’économie nationale, premier collecteur de l’épargne et premier acteur des paiements électroniques au Maroc, les différentes performances du Groupe Attijariwafa bank le confortent dans ses choix stratégiques et le positionnent comme leader incontesté du secteur bancaire et financier national.
Le Groupe est un acteur bancaire et financier de premier plan à l'échelle de la région et dispose du réseau d'agences le plus large en Afrique avec plus 5265 Agences bancaires.
 ",Recherche de nouveauté Ambition Besoin de réflexion Besoin d'autonomie Implication au travail
549,AXA,Expert Sécurité Physique ,"14 Avenue Annakhil, Rabat","Poste avec Management
Publiée il y a 11 jours sur ReKrute.com - Postulez avant le 09/04/2024
J'aime Suivre Site carrière
Entreprise :
AXA Services Maroc est le centre d'expertise en relation client au Maroc des sociétés : AXA France, AXA Direct France et AXA Assistance
Présents à Rabat depuis mai 2004, nous sommes à ce jour 2 900 collaborateurs.
Nous rejoindre :
C'est choisir la première marque d'assurance mondiale
C'est bénéficier d'une multitude d'avantages bien au-delà des normes du marché
C'est évoluer dans un environnement valorisant proposant une diversité de métiers
C'est intégrer un groupe responsable, offrant une véritable culture d'entreprise, basée sur le développement des compétences de chacun
Nos métiers :
Le savoir-faire de nos équipes couvre les principaux métiers de l'assurance :
La vente de contrats
La gestion des contrats assurances de dommages et des personnes 
La gestion des sinistres Auto et Habitation
Le règlement des prestations Santé
La mise en jeu des garanties Assistance
La prise de rendez-vous pour le compte de nos Agents Généraux
La gestion des contrats Epargne »
Poste :
Rattaché(e) au Responsable Facility Management & Sécurité vos missions sont les suivantes:
Mettre à jour les procédures et les plans de réponses aux incidents sur les volets sûreté et sécurité ;
Réaliser une analyse des risques en suivant la mise à jour du Document Unique ;
Suivre les plans d’actions associés aux différents audits Groupe et bâtimentaire ;
Suivre les registres règlementaires et les contrôles règlementaires ;
Suivre les formations sécurité pour l’ensemble des collaborateurs ASM ;
Participer à l’élaboration et à la bonne tenue des exercises d’évacuation et de la mise en place de toute la politique sécurité de ASM ;
Réaliser les contrôles liés à l’activité de sécurité physique ;
Editer des reportings d’activité et suivre les indicateurs ;
Participer au CHSCT de ASM.
 ",Publication : du 09/02/2024 au 09/04/2024 , Rabat (Maroc), 1, Autres services, Production / Qualité / Sécurité / Maintenance, De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
AXA Services Maroc est le centre d'expertise en relation client au Maroc des sociétés : AXA France, AXA Direct France et AXA Assistance
Présents à Rabat depuis mai 2004, nous sommes à ce jour 2 900 collaborateurs.
Nous rejoindre :
C'est choisir la première marque d'assurance mondiale
C'est bénéficier d'une multitude d'avantages bien au-delà des normes du marché
C'est évoluer dans un environnement valorisant proposant une diversité de métiers
C'est intégrer un groupe responsable, offrant une véritable culture d'entreprise, basée sur le développement des compétences de chacun
Nos métiers :
Le savoir-faire de nos équipes couvre les principaux métiers de l'assurance :
La vente de contrats
La gestion des contrats assurances de dommages et des personnes 
La gestion des sinistres Auto et Habitation
Le règlement des prestations Santé
La mise en jeu des garanties Assistance
La prise de rendez-vous pour le compte de nos Agents Généraux
La gestion des contrats Epargne »",Respect des règles Rationalisme Ténacité Besoin d'objectivité Organisation
